C1QC	C1QB	0.999
NRXN2	EFNB1	0.440
ABLIM3	PALMD	0.440
ACTB	HIP1	0.440
RAB27B	SYT1	0.440
NF1	CTNNB1	0.440
GABRB3	SLC17A6	0.440
SLC1A7	SLC18A2	0.440
NEFL	SLC1A2	0.440
ARRB2	ADRA1A	0.440
GRIN1	INA	0.440
RAB27A	STX3	0.440
PTCH1	CDH1	0.440
ENSG00000196689	KCNA4	0.440
SYT8	SYP	0.440
GABRG2	RAB3C	0.440
MAPK8IP1	WFS1	0.440
CNN3	DMD	0.440
KCNJ9	CBLN4	0.440
RAP1A	RHEB	0.440
LPHN1	NRXN2	0.440
DTNA	SNAP25	0.439
IGSF9	LRFN2	0.439
HRAS	DCLK1	0.439
BDNF	MT-ND2	0.439
HRAS	RABAC1	0.439
GRIA2	PPP1R1B	0.439
KCNJ9	GPM6A	0.439
SYN1	LRRTM1	0.439
COL4A5	MYH9	0.439
HRAS	PRKACA	0.439
SRC	CALM3	0.439
KCNC1	CALY	0.439
EPHB2	PLCG1	0.439
CYFIP2	PCDH17	0.439
SYT8	STX1B	0.439
GRIN1	ITPKA	0.439
GABRD	PSD2	0.439
SYN2	DCLK1	0.439
DCC	SEMA4C	0.439
GRIN1	GRID1	0.439
SCN2A	KCNJ4	0.439
KCNK2	SPOCK1	0.439
GABRG2	DLGAP1	0.439
CHRM2	SLC6A4	0.439
BDNF	GLUL	0.439
CNN3	CALM1	0.439
MCTP1	TNR	0.439
GUCY1B3	LIN7B	0.439
PTPRZ1	HAPLN1	0.439
CRHR2	OPRK1	0.439
SYNGR1	SYT10	0.439
CNTN6	NTNG1	0.439
EIF4E	SRC	0.439
CASK	DLGAP4	0.439
AKT1	SYN1	0.439
EXOC3	MYO7A	0.439
PPP1CC	YWHAG	0.439
ERC2	SLC17A7	0.439
NEDD4	RAC1	0.439
SYT7	GAD2	0.439
USP8	PTEN	0.438
CPLX3	LIN7C	0.438
AKT1	OPRM1	0.438
KIF5A	HTT	0.438
CHRNA7	GABRA5	0.438
RTN4	RPS3	0.438
GPHN	GRIA2	0.438
ARRB2	PTCH1	0.438
ADRB1	MAP2	0.438
KCND3	ABCC8	0.438
SLC18A2	SLC5A7	0.438
CAMK2N1	ENAH	0.438
TENM2	ITGA3	0.438
NOS1	SNTB1	0.438
SPTBN1	ITPR1	0.438
ENSG00000196689	CALB1	0.438
NRCAM	SNAP25	0.438
MPP2	PPFIA3	0.438
HPCA	SYP	0.438
ANXA1	MAPK14	0.438
EGFR	GPC1	0.438
GABRG3	NRXN1	0.438
SYNJ1	ERC2	0.438
BDNF	HOMER2	0.438
NLGN3	SYP	0.438
KCNJ4	SLC32A1	0.438
DLGAP3	GRIA2	0.438
CALM1	F2R	0.438
HRAS	ABI1	0.438
DRD2	CALB1	0.438
KPNA2	RELA	0.438
CTNNB1	CALM3	0.438
SHISA6	SHANK1	0.438
AP1S1	ARF6	0.438
KCNC2	GRIA2	0.438
GPHN	NAPG	0.438
WASF1	NPTN	0.438
GRIN1	LRRC7	0.438
PTEN	BNIP3	0.437
ADRA1A	SLC18A2	0.437
CADM3	FAIM2	0.437
DRD1	WFS1	0.437
SCN10A	CACNA1D	0.437
NTRK2	NRXN2	0.437
SYNGAP1	CAMK2B	0.437
GABRB2	SYT1	0.437
PSD2	SLC32A1	0.437
NAPG	SYT1	0.437
RAB4A	ACTB	0.437
IL1RAPL1	P2RY4	0.437
DVL1	PPP1CC	0.437
KIF5A	SLC32A1	0.437
CNTN5	ANK2	0.437
SYT6	ERC2	0.437
FRMPD4	SCRIB	0.437
CDC42	LRRC7	0.437
PAK7	CTBP1	0.437
KCNC2	KCNK1	0.437
EIF4EBP2	EEF2K	0.437
APBB1	NEURL1	0.437
WASF1	DLGAP1	0.437
OLFM3	ATP2B3	0.437
SLITRK1	DRD2	0.437
RPL30	PSMC4	0.437
JAK2	CDH1	0.437
OPRM1	SLC6A2	0.437
ACTR2	FLNA	0.437
CAMK2N1	CALY	0.437
ABHD6	CPT1C	0.437
PRNP	FUS	0.437
COMT	ACHE	0.437
SLC1A7	RPS6KB1	0.437
FMR1	DLG1	0.437
ARC	DLGAP1	0.436
PRKCZ	PSEN1	0.436
SCN10A	KCNB1	0.436
EIF4EBP2	PDPK1	0.436
IL1RAPL2	SLC17A7	0.436
GRM8	SLC17A7	0.436
CTBP1	PLD2	0.436
ACTB	SLC6A2	0.436
APBA2	CHRNA7	0.436
GRIA2	CBLN1	0.436
DARS	CANX	0.436
ERC1	ATP6V0D1	0.436
KIF5C	HTT	0.436
SHANK1	LRFN1	0.436
CNTN5	GABRA5	0.436
SYNPR	CALY	0.436
GRIA3	GABRG2	0.436
GDI2	NAPA	0.436
GLRA1	SLC17A7	0.436
ERBB4	BACE1	0.436
CTTN	PFN2	0.436
SUMO1	USP14	0.436
ADCYAP1	TMEM163	0.436
GABRG2	SLITRK1	0.436
SYT12	STX2	0.436
CNTN1	SNAP25	0.436
SLC1A7	AKT1	0.436
GLRA1	OPRK1	0.436
SNPH	SYN1	0.436
F2R	MAPK14	0.436
CDH11	ADAM10	0.435
RIMS2	STX1A	0.435
CTNND2	CDH13	0.435
NOS1AP	ANK2	0.435
MME	ACTB	0.435
GSK3B	CTNND2	0.435
SRGAP2	TRAPPC4	0.435
SCN2A	DNM3	0.435
SLC6A4	STX1B	0.435
DNAJC6	AP3D1	0.435
GAD2	NRXN2	0.435
GAP43	INA	0.435
TENM2	ERC2	0.435
LGI1	KCNA4	0.435
DRD2	CALB2	0.435
SLC6A2	STX1B	0.435
PRKCZ	PLD2	0.435
DRD2	HOMER1	0.435
ENSG00000196689	ADRA2C	0.435
CHRM4	RIMS2	0.435
SCN10A	NOS1AP	0.435
EEA1	VAMP7	0.435
GRIN1	PSD2	0.435
EPHB2	PTPRO	0.435
SYT7	CPLX3	0.435
NTF4	RTN4R	0.435
FAIM2	CHRM1	0.435
PIP5K1C	PSMC4	0.435
GRIA4	NTRK2	0.435
ATP2A2	SLC8A2	0.435
GRIK2	SYP	0.435
BRSK1	CDK16	0.435
PTCH1	WNT3A	0.435
SYNPR	HRH3	0.435
GABRA1	CAMK2B	0.435
MT-ND2	TNN	0.435
TTYH1	ENAH	0.434
BRSK1	SYN1	0.434
CALCA	NTRK2	0.434
STX2	SYT8	0.434
ATAD1	CANX	0.434
ACTB	RPS3A	0.434
KCNC1	MT3	0.434
STX2	SYT5	0.434
GABRB2	SLC6A4	0.434
LRRTM3	BACE1	0.434
SRC	SCRIB	0.434
GRIN1	HRH3	0.434
SYN1	GRIA4	0.434
STX10	PGRMC1	0.434
FLRT2	ZNF804A	0.434
PSMC2	CANX	0.434
FYN	PPP1CC	0.434
SYNGAP1	SYN1	0.434
KIF5A	ANK2	0.434
KCNA3	SIGMAR1	0.434
NEFH	NTRK2	0.434
CHRNE	SLC5A7	0.434
FAIM2	NTRK2	0.434
SYT7	SLC17A7	0.434
HNRNPA3	RAB10	0.434
SYT2	STXBP5L	0.434
OLFM3	GRIK5	0.434
MPDZ	RAB3GAP1	0.434
SRC	EEA1	0.434
YWHAG	SEPT11	0.434
NEDD4	RNF40	0.434
ITGB1	RAB5A	0.433
GABRG3	GAD1	0.433
ARFGEF2	GABRB2	0.433
LRRC4B	LIN7A	0.433
DNAJC6	ARF6	0.433
EIF3B	EIF4EBP1	0.433
ARFGEF2	GABRB1	0.433
ARF6	CDH1	0.433
CNTNAP4	CNTN1	0.433
YWHAQ	ITGA8	0.433
KIF5C	CTNND2	0.433
GABRD	GRM1	0.433
PTPRS	RTN4	0.433
AKT1	WASF1	0.433
SNAP25	SLC8A2	0.433
PDE2A	CACNG4	0.433
TRAPPC4	RAB11B	0.433
ENSG00000196689	CCK	0.433
SRGAP2	RPS23	0.433
HNRNPA3	SUMO1	0.433
FLRT3	NTNG1	0.433
ARFGEF2	GABRB3	0.433
ASIC1	PSD	0.433
GABRA1	OLFM3	0.433
DGKQ	STX1B	0.433
SLC1A7	SLC17A7	0.433
GRID2IP	PRKCI	0.433
ACHE	SLC6A4	0.433
ARF1	ABI2	0.433
CHRNA4	NRXN2	0.433
IGSF9	LRFN1	0.433
ASIC1	P2RX1	0.433
GLRA1	DRD2	0.433
PCDH8	STX1A	0.433
SYN2	VAMP4	0.433
HNRNPA3	RPLP2	0.433
GABRA1	GRIK1	0.433
ARRB2	MTOR	0.433
CEP112	KCNA6	0.433
ADCYAP1	GAP43	0.433
NEFH	SNAP25	0.433
DLGAP2	CHRM1	0.433
ACHE	SLC17A6	0.432
PACSIN1	GRIN3B	0.432
LRRTM1	SYT1	0.432
SCN2A	CALB2	0.432
DTNA	ACTN2	0.432
NRG3	ATAD1	0.432
KCNA2	CADM2	0.432
LZTS1	GAK	0.432
ATP2B3	STX1B	0.432
CHRNA7	CHAT	0.432
NEFL	CHRNA4	0.432
AKT1	GRIN1	0.432
EGFLAM	CABP4	0.432
MAP1LC3A	MDM2	0.432
NTRK3	CALCA	0.432
DRD3	HTR3B	0.432
PPP3CC	CAMK4	0.432
SLC6A1	NRXN2	0.432
CABP4	CNGB1	0.432
HPCA	KCNJ4	0.432
GABRD	SYN1	0.432
GABRB1	C1QBP	0.432
DLGAP2	KCNA1	0.432
SH3GL2	GRIA2	0.432
DNM2	VPS35	0.432
SYT9	STXBP5	0.432
TANC2	DLGAP1	0.432
GABRR3	GRIA2	0.432
RAB3B	SYN1	0.432
GRIA3	MPP2	0.432
CADM2	GRID1	0.432
SLC18A2	CALB1	0.431
GABRD	SLC6A17	0.431
ADCYAP1	CLU	0.431
ACTB	MAPK14	0.431
BCAN	SYT10	0.431
GPHN	KIF5A	0.431
KCNJ9	GRIA4	0.431
CHRNA7	LYPD6	0.431
DLGAP2	GRIK5	0.431
ADRA1A	MAP2	0.431
GAD1	GRIK5	0.431
EEF2	ACTC1	0.431
MYO5A	DBN1	0.431
ITGB1	PICALM	0.431
DLGAP2	CADPS2	0.431
ENSG00000196689	COMT	0.431
KCNC2	CNTN1	0.431
KCNC2	SCN2A	0.431
NTNG1	LRRTM2	0.431
PTPRZ1	MAPK14	0.431
PACSIN1	HPCA	0.431
BAALC	KCNJ4	0.431
GLRA1	CADM2	0.431
CDC42	DBN1	0.430
SNCAIP	YWHAH	0.430
DMD	MAGEE1	0.430
GIPC1	USH1C	0.430
SLC18A2	HTR3B	0.430
PIP5K1C	NEDD4	0.430
GAP43	ADCY8	0.430
AAK1	CAP2	0.430
COLQ	LRP4	0.430
PLD1	RPS6KB1	0.430
EEA1	VAMP2	0.430
HNRNPA3	CPEB4	0.430
CDKL5	FMR1	0.430
CAMKV	SH3GL2	0.430
PLAA	ATAD1	0.430
CCK	GRIA2	0.430
EIF4E	NTF3	0.430
SYN2	STX10	0.430
KIF1A	SYT2	0.430
KCNA1	CHRM1	0.430
CAMK2B	ATP2B2	0.430
SYNPR	STX1B	0.430
EIF4E	NLGN3	0.430
MAF1	RPS6KB1	0.430
CNTNAP4	SLC32A1	0.430
SYNGR4	SNAP23	0.430
AKT1	ACTR2	0.430
SYNJ1	FCHO2	0.430
GSK3B	CALM3	0.430
NTRK2	IGSF21	0.430
DRD1	CALB1	0.430
CCK	ATP2B3	0.430
CADM3	ANK2	0.430
GRIA3	VWC2	0.430
SOS1	MAPK14	0.430
SLC9B2	SLC29A2	0.429
GRM1	ARC	0.429
GABRB3	GRIK5	0.429
KCNJ9	NTRK2	0.429
ARF1	DNAJC6	0.429
ITGB3	ACTN2	0.429
NEFH	SPG11	0.429
HPCA	STAT3	0.429
SYN2	CAMK4	0.429
DLGAP1	SLC17A7	0.429
AKT1	RAB4A	0.429
GABRR1	SLC6A1	0.429
EGFR	SYP	0.429
PPFIBP2	PPFIA4	0.429
GRIK2	KCNA4	0.429
CTNND1	MIB1	0.429
BDNF	NRCAM	0.429
PTK2B	PDPK1	0.429
AKT1	UCN	0.429
EFNB3	RTN4R	0.429
SV2B	SYT9	0.429
F2R	CALM3	0.429
SYT2	CPLX4	0.429
GRIK2	SLC17A6	0.429
PTPRS	RTN4R	0.429
MPDZ	HTR2B	0.429
GRIK1	CASK	0.429
PDLIM5	CDKL5	0.429
CPLX3	SYT5	0.429
PLD1	PLCB1	0.429
KCNA2	SLC32A1	0.429
GRIA3	ATP1A3	0.429
CDC42	RAPGEF4	0.429
GABRR1	SLC6A9	0.429
ATP1A3	GRIA4	0.429
CNTNAP4	NUMB	0.429
SV2C	VAMP2	0.429
ATP1A2	SNAP25	0.429
MPDZ	KCTD12	0.429
EGFR	CANX	0.429
SLC22A2	ADD2	0.429
AKAP7	ADCY8	0.429
SV2B	RIMS2	0.429
P2RX4	NTRK2	0.429
NTNG1	SYN1	0.429
KCTD8	GABRB2	0.429
CNTN2	SYN1	0.429
SLITRK3	PAK7	0.429
SLC8A2	SLC32A1	0.429
SLC17A6	GRIK5	0.428
SYT9	RAB3C	0.428
ENSG00000196689	ADRB1	0.428
ARFGAP1	CTBP1	0.428
CADPS2	NRXN1	0.428
GABRA1	DRD2	0.428
EEF1A2	PSMA3	0.428
SRGAP2	GRID2IP	0.428
DRD2	GRIA4	0.428
NTRK3	SYP	0.428
ERC1	SLC17A7	0.428
PRKACA	SYN1	0.428
SARM1	MAPK14	0.428
CTNNB1	SYP	0.428
KCNA1	CALB2	0.428
SHANK1	STX1B	0.428
STX4	ARF6	0.428
NEFL	CHAT	0.428
CPT1C	CACNG7	0.428
NLGN3	NF1	0.428
SYN2	KCNC1	0.428
RIMS3	GRIN1	0.428
PRKCZ	WNT5A	0.428
RAB5C	PSMC2	0.428
ATP1A1	ITPR1	0.428
KCNC1	SYT1	0.428
KCNA1	NTRK3	0.428
RAB18	TUFM	0.428
C15orf59	GPHN	0.428
SYT6	CPLX4	0.428
GABRA1	KCNC1	0.428
NTF4	SYP	0.428
KCNA1	GRIA4	0.428
C4A	SRGN	0.428
KCNA1	GRIN1	0.428
GAP43	BACE1	0.428
GRIK4	CHRNA4	0.428
CCK	HTR1B	0.427
NRXN1	NTNG1	0.427
SYNGAP1	NRXN2	0.427
GABRR3	SYN1	0.427
CTNNB1	RAB8B	0.427
VAMP2	CALM2	0.427
GRIN1	CANX	0.427
APBB1	CNTN2	0.427
SYT8	PCLO	0.427
SLITRK1	HTR2B	0.427
MYO5A	FLNA	0.427
LRFN2	CNTN2	0.427
MAP1LC3A	MAP1S	0.427
VAMP2	GRIA2	0.427
ARRB2	GNRH1	0.427
PCLO	SLC17A7	0.427
GABRA1	SYN1	0.427
EXOC3	STXBP5	0.427
ACTB	CALB2	0.427
MTOR	EFNA5	0.427
CAMK2B	NEURL1	0.427
CDC42	WNT3A	0.427
SEC22B	SYT1	0.427
PLCB3	OPRK1	0.427
DNAJC6	DCLK1	0.427
VDAC1	C1QBP	0.427
CALM1	GSK3B	0.427
ERC1	VAMP2	0.427
SLC6A17	SLC17A7	0.427
GRIA3	CASK	0.427
PLCB1	PLD2	0.427
ACTN2	ACTR2	0.427
PDYN	SLC6A1	0.427
VAMP2	NRP1	0.427
GABRG2	SLC6A17	0.427
DCC	RPL5	0.427
FLRT3	PCDH17	0.427
PDYN	CPE	0.427
ITGA8	DGKQ	0.427
RAB3B	STX3	0.427
CDC42	STX1B	0.427
APBB1	ADAM10	0.427
BDNF	HDAC4	0.426
CPEB1	MAP2	0.426
CNTNAP4	SLC6A1	0.426
CNTN2	SLC17A6	0.426
MDM2	CANX	0.426
ACTB	YWHAG	0.426
ACHE	MT3	0.426
DRD1	GRIN2D	0.426
GABRR2	DRD1	0.426
PDYN	KCNC1	0.426
SV2C	SYT9	0.426
ACTN2	ILK	0.426
GRID2IP	GSK3B	0.426
NTF4	SEMA4C	0.426
AKT1	PPP1R1B	0.426
PDYN	CHRNA4	0.426
CPEB2	NEURL1	0.426
GRID2IP	GSK3A	0.426
ARRB2	ADRA2C	0.426
GPHN	SHANK1	0.426
KCNA3	KCNJ2	0.426
SLITRK4	BDNF	0.426
ABI1	MYH9	0.426
APBB1	APH1A	0.426
CNTN2	PTPRN	0.426
IGSF11	PCDH17	0.426
NEURL1	CPEB4	0.426
GRM1	ADORA2B	0.426
HRAS	PLCG1	0.426
GABRG3	SLC6A1	0.426
SYNPR	CHRM1	0.426
GRIK3	HTR3B	0.426
SYT2	CALB2	0.426
PICALM	HNRNPD	0.426
EXOC3	RAB11B	0.426
TUBA1A	EGFR	0.426
SYN1	WNT7A	0.426
SH3GL2	GAD2	0.426
SHISA7	VWC2	0.426
KCNA1	RPL8	0.425
CASK	DLG5	0.425
CAMK2B	ATP6V0D1	0.425
PSEN1	EFNB1	0.425
ARRB2	CDH1	0.425
KIF5C	SYP	0.425
GABRR1	SLC18A3	0.425
SYT7	NCS1	0.425
KCNA2	RPL8	0.425
KCNA6	RPL8	0.425
HPCA	KCNH1	0.425
BDNF	JAK2	0.425
KCNC1	RPL8	0.425
PDLIM5	PTK2B	0.425
PACSIN1	FLRT3	0.425
DVL1	DLG1	0.425
KCNB1	RPL8	0.425
CNR1	SLC1A2	0.425
RPL5	MTOR	0.425
GABRA2	KCNJ9	0.425
ELK1	EPHB2	0.425
KCNC2	RPL8	0.425
DOC2B	KCNK1	0.425
SYNC	PLD1	0.425
RIMS3	PPFIA3	0.425
HRH3	CHRM1	0.425
SH3GL3	SYN1	0.425
KCNA3	RPL8	0.425
OPRK1	HTR3B	0.425
SYNPR	STXBP5L	0.425
SHISA7	ATP2B3	0.425
UCN	NPFF	0.425
HRH3	KCNC1	0.425
CALB2	NTS	0.425
KCNA4	RPL8	0.425
KCND3	RPL8	0.425
KCNA2	STX1A	0.425
AKT1	ITGA2	0.425
KCNC3	RPL8	0.425
SYN2	ZNF804A	0.424
CADM3	SLC6A1	0.424
KCNJ9	CBLN2	0.424
EFNA5	NRP1	0.424
EXOC3	MIB1	0.424
DRD2	GABRB1	0.424
CDC42	CALM1	0.424
SYN2	SLC8A2	0.424
CCK	ADRB1	0.424
SRC	F2R	0.424
ATP2B2	SYN1	0.424
DDN	FRMPD4	0.424
GRIK4	SHISA7	0.424
GAD2	SCN2A	0.424
OPRM1	SLC18A2	0.424
KCNJ9	SLC17A6	0.424
SLC1A7	SLC16A3	0.424
ATP2B2	CPLX1	0.424
CPEB4	FXR2	0.424
C1QB	C1QBP	0.424
CLN3	RHEB	0.424
HPCA	CNTN2	0.424
GRIK3	SLC6A1	0.424
ROR1	SHC4	0.424
GRIK4	KCNIP3	0.424
SV2C	SYT10	0.424
RAB8B	SNAP23	0.424
DTNBP1	MYL7	0.424
SYNC	DTNBP1	0.424
DNM3	GRIA2	0.424
NUMB	MPDZ	0.424
CNR1	SYP	0.424
F2R	C1QB	0.424
SLITRK1	NTRK3	0.424
NRXN1	ERBB4	0.424
SVOP	CPLX1	0.424
CAP2	EEF1A2	0.424
GAP43	CALB1	0.424
RGS14	PRKACA	0.424
KCNA2	PRKCZ	0.424
CDC42	HIP1R	0.424
ACHE	NTS	0.424
ATP2B2	SCRIB	0.423
NTRK2	ATP2B3	0.423
NETO1	GRIA4	0.423
SRGAP2	GPHN	0.423
PRRT2	KCNA1	0.423
CPLX3	KCNA1	0.423
CNTN2	SYP	0.423
MYO5A	RAB15	0.423
RPL7	CANX	0.423
SYN1	PLCG1	0.423
ITSN1	AP3D1	0.423
NRXN1	GAP43	0.423
CDC42	LIN7B	0.423
CNR1	PLD1	0.423
GABRG2	CNTN2	0.423
GPHN	PFN2	0.423
PCDH17	C1QC	0.423
DNM3	SNAP25	0.423
ACTB	EIF4EBP1	0.423
HCN3	KCNK1	0.423
DRD1	GRIA4	0.423
RGS7BP	OPRK1	0.423
CHRNA7	FYN	0.423
CTNNA2	PCDH15	0.423
SLC6A17	SLC17A6	0.423
CNTN1	KCNK1	0.423
PCLO	SYT1	0.423
SYNGAP1	WNT5A	0.423
ARF6	PRKCI	0.423
SNPH	OTOF	0.423
KCNA1	CADM3	0.423
ADORA2B	NTS	0.423
GAD2	SLC6A17	0.423
SYNPR	CADM2	0.423
GABRB2	KCNC1	0.423
KCNA1	GABRA5	0.423
ACTB	STX4	0.423
PSD2	SLC17A7	0.423
GRIK5	SLC17A7	0.423
ILK	EGFR	0.423
KCNB1	KCNJ2	0.423
PCDH15	WFS1	0.422
PPFIA3	BRSK1	0.422
MTOR	FYN	0.422
FZD9	HOMER1	0.422
CHRNA7	NOS1AP	0.422
DNM1L	EXOC3	0.422
PSD2	PPFIA4	0.422
ILK	FLNA	0.422
ATP1A3	GRIA2	0.422
CALCA	GNRH1	0.422
HTR3B	SLC6A2	0.422
CNTN2	WNT7A	0.422
CADPS2	GABRR2	0.422
BDNF	ADORA2B	0.422
DCLK1	MAPK8IP1	0.422
CALB2	KCNH1	0.422
CDKL5	POLG	0.422
VWC2	GRIN2D	0.422
LRP4	CHRNA4	0.422
SCN2A	LGI1	0.422
NLGN3	EFNA2	0.422
HPCA	GRIA2	0.422
CNTN1	GAP43	0.422
GPC4	WNT3A	0.422
CALB2	OTOF	0.422
PPP3CC	NOS1AP	0.422
GLRA1	DRD1	0.422
GABRD	CAMK4	0.422
KCNA1	NEFH	0.422
CAMK2B	CALB2	0.422
EPB41	ANK3	0.422
COPS5	RPS3	0.422
SLITRK1	LRRTM3	0.422
PPP1CC	ITPR1	0.422
CPLX1	KCNC1	0.422
CAMK2B	ITPKA	0.422
PACSIN1	PAK7	0.422
AKAP7	RAPGEF4	0.422
PRNP	ADAM23	0.421
IGSF11	LRRTM3	0.421
CRYAB	CNTN2	0.421
INA	YWHAG	0.421
SLC18A3	GRIA2	0.421
GDI2	RABAC1	0.421
SPARCL1	NRXN2	0.421
SYN2	GAD1	0.421
YES1	LRP8	0.421
SLC18A2	HTR2B	0.421
FRMPD4	CDK16	0.421
DLGAP2	PTPRZ1	0.421
CAMK2B	ITPR1	0.421
SYN2	DRD1	0.421
EPHB2	NRXN2	0.421
SLITRK1	GRIA2	0.421
ENSG00000196689	ADRA1A	0.421
NSG1	GRIP1	0.421
KCNC3	ATP2B3	0.421
CNTNAP4	LRFN2	0.421
NEFL	SLC32A1	0.421
KCNK1	CBLN4	0.421
GRM1	DLG1	0.421
GABRD	CNTN2	0.421
ATP1A2	SLC17A7	0.421
KIF1A	RAB5A	0.421
CHRNA4	KCNJ4	0.421
ACTB	RPL8	0.421
ROR1	C1QBP	0.421
SH3GL2	SYP	0.421
KPNA1	TUBA1A	0.421
GRIK4	OLFM3	0.421
CPE	ABCC8	0.420
WNT7A	GPC1	0.420
EIF4E	GSK3B	0.420
KCNA1	CPLX1	0.420
SLC18A1	DRD2	0.420
OPRM1	ACHE	0.420
RIMS2	SYT1	0.420
ACTB	SLC40A1	0.420
DRD1	HOMER1	0.420
KCND3	KCNC1	0.420
DRD1	CHRM1	0.420
CTNNB1	HDAC4	0.420
GABRA1	SYP	0.420
DNAJC5	CDK5R1	0.420
ATP1A3	GABRA1	0.420
RAP1A	ARF6	0.420
NTF4	EFNB2	0.420
KIF5A	PFN2	0.420
NLGN3	EFNB1	0.420
ITSN1	ARL8A	0.420
RPS13	KCNA2	0.420
ELFN1	IGSF9	0.420
SNAPIN	SYT5	0.420
RPS13	KCND3	0.420
DROSHA	RPS14	0.420
MTOR	RAB5A	0.420
GRIN1	ACHE	0.420
GABRA1	SV2B	0.420
SRC	KCND3	0.420
RPS13	KCNA1	0.420
RNF19A	ANK2	0.420
OPRM1	PPP1R1B	0.420
DRD2	SLC1A2	0.420
ILK	PICALM	0.420
DNM2	MFF	0.420
MTOR	RAC1	0.420
NRCAM	SYP	0.420
COPS4	SYT1	0.420
GRIP1	CTNNB1	0.420
GRM1	OPHN1	0.420
PORCN	GRIA2	0.420
RPS13	KCNA6	0.420
RELA	PTEN	0.420
NOS1	SYN1	0.420
ARRB1	RAPGEF4	0.420
BNIP3	MFF	0.420
DNAJC5	PRKACA	0.420
RPS13	KCNA4	0.420
KCNB1	KCNIP3	0.420
PSD2	NRXN2	0.420
SH3GL2	GABRB2	0.420
ATP2A2	ANK2	0.419
MTOR	CALM3	0.419
ANK2	SNAP25	0.419
ZNF804A	GABRB2	0.419
MPP2	GRIK3	0.419
FRRS1L	KCNC2	0.419
HRH3	CTNND2	0.419
SLC1A2	MT3	0.419
GRIK2	VWC2	0.419
HNRNPD	YWHAH	0.419
PRKCZ	MTOR	0.419
OPRM1	NTRK2	0.419
BDNF	DBN1	0.419
DNAJC5	STX1B	0.419
GRIA2	RAB3C	0.419
SLC1A7	RHEB	0.419
PACSIN1	CPLX1	0.419
MAP2	CLU	0.419
CALY	SLC17A7	0.419
ATP2B2	SYT1	0.419
CDC42	CTNND2	0.419
NCS1	GRIN1	0.419
SYNPR	CBLN2	0.419
GRM1	PLD2	0.419
CCK	CRHR2	0.419
VAMP7	RAB27B	0.419
CADM2	WFS1	0.419
ENSG00000196689	AKT1	0.419
MTOR	CALM1	0.419
AKT1	ADRB1	0.419
ATP2B2	PDZD11	0.419
CTNNB1	MAPK8IP1	0.419
KCNA1	EEF1A2	0.419
NUMB	SCRIB	0.419
ACHE	SYN1	0.419
NTRK2	GABRB2	0.419
PPP3CC	RTN4R	0.419
RPS23	KCNC1	0.418
SHISA7	CBLN1	0.418
KCNA4	RPS23	0.418
KCNC2	RPS23	0.418
CASK	CALM2	0.418
TMEM163	CDH11	0.418
STXBP5	STX19	0.418
KCNA2	RPS23	0.418
RPS23	KCNA6	0.418
GAD2	HPCA	0.418
DLG1	CNTN2	0.418
DRD1	DTNBP1	0.418
PCLO	ABCC8	0.418
CLU	CALB2	0.418
DNM1L	MTOR	0.418
CPLX1	SGTA	0.418
UNC13B	SYP	0.418
KIF5A	GABRA1	0.418
KCND3	RPS23	0.418
BDNF	VAMP2	0.418
DNAJC5	SYT9	0.418
DLGAP1	LRFN1	0.418
CDC42	VAMP7	0.418
KCNB1	RPS23	0.418
RTN4	RAB33B	0.418
EFNA5	NRXN2	0.418
KCNA3	RPS23	0.418
ZMYND8	SHANK1	0.418
GRIN1	STX1A	0.418
KCNA1	RPS23	0.418
SH3GL2	MTMR2	0.418
GABRG2	HPCA	0.418
KIF5A	KCNJ9	0.418
COMT	SNAP25	0.418
ASAP1	LZTS1	0.418
SCRIB	TANC1	0.418
KCNJ9	KCNH1	0.418
CHRNA2	KCNMA1	0.418
NEFL	NDEL1	0.418
CDC42	CNN3	0.418
PPP3CC	ERBB4	0.418
ATP2B2	SHANK1	0.418
SH3KBP1	ACTC1	0.418
CPE	STX1A	0.418
PIP5K1C	ADD1	0.418
KCNC3	RPS23	0.418
CDKL5	NLGN3	0.418
NTSR1	ARL8A	0.418
RAC1	STX1B	0.418
AKAP7	SPOCK1	0.418
EEF2	CALM2	0.418
HTT	SYP	0.418
CNTN1	CADM3	0.417
MIB1	MYL7	0.417
GRIN1	CBLN1	0.417
SPARCL1	GRIA2	0.417
ACTN1	PLD2	0.417
CAMK2B	SNAP25	0.417
CNTNAP4	DLGAP2	0.417
KCNA2	KIF5A	0.417
GDI2	PSMA3	0.417
DDN	SH3KBP1	0.417
KCNA2	KCNA3	0.417
GRIK2	GABRB1	0.417
KCNC2	HPCA	0.417
NRXN2	LRFN1	0.417
EPHB1	NRXN2	0.417
FAIM2	SLC1A2	0.417
PIP5K1C	PLD1	0.417
KCNA1	ATP1A2	0.417
CLSTN2	NRXN1	0.417
GABRR1	DLGAP2	0.417
CAMKV	CADM2	0.417
SV2B	SYT5	0.417
KCNC3	RPL10A	0.416
PRRT2	PLCB3	0.416
SCN2A	SLC8A2	0.416
SRC	KCNA4	0.416
SLITRK4	NETO1	0.416
CHRNA7	HTR1B	0.416
GRIK1	SLC32A1	0.416
ATP1A2	SLC8A2	0.416
RPL10A	KCNA6	0.416
KCNC2	RPL10A	0.416
DNAJC5	NAPA	0.416
ILK	STAT3	0.416
RIMS4	RAB3C	0.416
KCNA2	RPL10A	0.416
